customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn
2984-rgeya,female,0,yes,yes,69,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),19.75,1375.4,no
9680-niauv,female,0,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,two year,no,credit card (automatic),109.7,8129.3,no
2146-egvdt,male,0,yes,yes,59,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.3,1192.7,no
2604-ijpdu,female,0,yes,no,20,yes,no,fiber optic,yes,yes,no,yes,yes,no,month-to-month,yes,electronic check,96.55,1901.65,no
9178-jhuvj,male,0,yes,yes,24,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),24.1,587.4,no
6168-ybynp,male,0,no,no,59,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,month-to-month,yes,electronic check,111.35,6519.75,no
7255-ssfbc,male,0,yes,yes,72,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),112.25,8041.65,no
3645-deygf,male,0,no,yes,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.75,20.75,no
9323-hgfwy,female,0,yes,no,27,yes,no,fiber optic,yes,no,no,yes,yes,yes,one year,yes,credit card (automatic),101.9,2681.15,no
8544-goqsh,female,0,no,no,14,yes,no,fiber optic,no,yes,no,yes,no,no,month-to-month,yes,credit card (automatic),80.05,1112.3,no
3363-dtivd,male,0,yes,yes,71,yes,yes,fiber optic,yes,no,yes,no,yes,yes,two year,no,electronic check,105.55,7405.5,no
7018-wbjnk,male,0,no,yes,13,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,credit card (automatic),78.3,1033.95,no
9142-kzxop,male,0,no,no,44,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,credit card (automatic),68.85,2958.95,no
7674-ytafd,female,0,no,no,33,yes,no,fiber optic,no,yes,no,yes,no,no,one year,yes,bank transfer (automatic),79.95,2684.85,no
6348-snfus,male,0,yes,yes,72,no,no phone service,dsl,yes,yes,yes,yes,no,yes,two year,yes,credit card (automatic),55.45,4179.2,no
1285-okipp,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,no,electronic check,79.9,79.9,yes
7825-ecjrf,female,0,no,no,19,yes,no,fiber optic,yes,no,yes,yes,yes,yes,month-to-month,yes,electronic check,106.6,1934.45,yes
1347-kttta,male,0,yes,no,64,yes,no,fiber optic,no,yes,yes,yes,yes,yes,one year,yes,credit card (automatic),102.45,6654.1,no
7841-tzdmq,male,0,no,no,2,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),46.0,84.5,yes
4195-nzgta,female,0,no,no,1,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,25.25,25.25,no
7157-smcfk,male,0,no,yes,61,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.75,1124.2,no
4709-lkhyg,female,0,yes,yes,29,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,electronic check,20.0,540.05,no
2504-dshih,male,1,yes,no,23,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,no,electronic check,86.8,1975.85,no
0699-ndkjm,female,0,yes,no,57,no,no phone service,dsl,yes,yes,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),58.75,3437.45,no
9286-bhdqg,male,0,yes,yes,72,no,no phone service,dsl,yes,yes,yes,yes,no,no,two year,no,credit card (automatic),45.25,3139.8,no
0230-wequw,male,0,yes,no,66,no,no phone service,dsl,yes,yes,yes,yes,yes,no,two year,yes,bank transfer (automatic),56.6,3789.2,no
2040-ldiwq,male,0,yes,yes,65,yes,yes,dsl,no,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),84.2,5324.5,no
6496-jdssb,female,0,no,no,8,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,bank transfer (automatic),80.0,624.6,no
9408-ssnvz,female,0,no,no,4,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.15,268.35,yes
4443-embna,female,0,yes,no,71,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),24.75,1836.9,no
6469-mrvet,male,0,yes,yes,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,electronic check,20.2,20.2,no
0742-moabm,male,0,yes,no,4,yes,no,dsl,no,no,no,yes,no,no,month-to-month,no,mailed check,50.05,179.35,yes
5961-vusrv,female,0,no,no,12,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,bank transfer (automatic),19.35,219.35,no
6778-jfcmk,male,0,no,no,24,no,no phone service,dsl,yes,no,no,no,yes,yes,one year,yes,mailed check,50.6,1288.75,no
6341-jvqgf,female,0,yes,yes,31,yes,no,dsl,yes,no,yes,yes,yes,yes,one year,yes,mailed check,81.15,2545.75,no
2232-dmlxu,female,0,yes,no,1,yes,no,dsl,no,no,no,no,yes,no,month-to-month,no,mailed check,55.2,55.2,yes
4811-jbuvu,male,0,no,no,30,yes,yes,fiber optic,no,no,no,yes,no,yes,month-to-month,yes,credit card (automatic),89.9,2723.15,no
0945-tsonx,female,0,yes,yes,47,yes,yes,dsl,yes,yes,no,yes,yes,yes,two year,yes,credit card (automatic),85.3,4107.25,no
2651-zcbxv,male,0,no,no,54,yes,yes,fiber optic,yes,yes,no,yes,yes,yes,two year,yes,credit card (automatic),108.0,5760.65,no
3316-uwxuy,male,0,no,no,50,yes,no,fiber optic,yes,yes,no,yes,no,yes,month-to-month,yes,credit card (automatic),93.5,4747.5,no
8937-rdthp,male,0,no,no,1,yes,no,fiber optic,yes,no,no,no,no,yes,month-to-month,yes,mailed check,84.6,84.6,yes
7083-miopc,female,0,no,no,72,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),20.25,1566.9,no
1984-gpteh,female,0,no,no,29,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,25.15,702.0,no
1251-krreg,male,0,no,no,2,yes,yes,dsl,no,yes,no,no,no,no,month-to-month,yes,mailed check,54.4,114.1,yes
0621-jfhol,female,0,no,no,10,no,no phone service,dsl,no,no,no,yes,no,no,two year,yes,mailed check,29.6,299.05,no
9903-lysab,male,0,yes,no,18,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,73.15,1305.95,no
0094-oifmo,female,1,no,no,11,yes,no,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,95.0,1120.3,yes
9227-uaqft,male,0,no,no,16,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.75,284.35,no
7301-abvad,female,0,no,no,72,yes,yes,dsl,no,yes,yes,yes,yes,yes,two year,no,bank transfer (automatic),86.6,6350.5,no
6614-fhdbo,male,0,no,no,72,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,no,bank transfer (automatic),109.2,7878.3,no
7576-aseju,female,0,yes,yes,41,yes,no,dsl,yes,no,no,yes,yes,yes,one year,yes,credit card (automatic),74.7,3187.65,no
9058-hrzsv,female,1,yes,no,65,yes,no,fiber optic,yes,yes,yes,no,no,yes,month-to-month,no,electronic check,94.4,6126.15,no
4522-akylr,female,1,no,no,13,yes,no,dsl,no,yes,yes,no,no,no,month-to-month,yes,electronic check,54.8,731.3,no
0221-wmxnq,male,1,no,no,4,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,no,electronic check,75.35,273.4,no
0303-uncip,male,0,no,no,41,yes,yes,dsl,no,no,yes,no,no,yes,one year,no,mailed check,65.0,2531.8,no
9947-otfqu,male,1,no,no,15,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,74.4,1074.3,yes
0322-yinqp,male,0,no,no,1,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,mailed check,48.55,48.55,yes
0959-whokv,male,0,no,no,42,yes,yes,fiber optic,yes,yes,yes,no,no,yes,one year,yes,electronic check,99.0,4298.45,no
4075-jfpgr,female,0,yes,no,51,yes,no,fiber optic,yes,yes,yes,no,yes,no,one year,yes,electronic check,93.5,4619.55,no
4629-nrxkx,female,0,yes,yes,2,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,70.4,147.15,yes
9514-jdski,male,1,yes,no,1,no,no phone service,dsl,no,yes,no,no,yes,no,month-to-month,no,electronic check,40.2,40.2,yes
3282-ziszv,male,0,no,yes,32,yes,yes,dsl,no,yes,yes,yes,yes,yes,one year,no,credit card (automatic),83.7,2633.3,no
3675-ydupj,male,0,no,no,10,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.85,193.05,no
4111-bnxif,female,0,yes,yes,67,no,no phone service,dsl,no,yes,yes,yes,yes,yes,two year,yes,electronic check,59.55,4103.9,no
7017-vfhay,female,0,yes,yes,61,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),115.1,7008.15,no
6655-lhbyw,male,0,no,no,50,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,one year,no,credit card (automatic),114.35,5791.1,no
4959-josrx,female,0,yes,no,2,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),44.6,80.55,yes
5046-nuhwd,female,1,yes,no,29,no,no phone service,dsl,yes,no,yes,no,no,yes,month-to-month,yes,electronic check,45.0,1228.65,no
7273-tefqd,male,1,no,no,3,no,no phone service,dsl,no,no,yes,no,no,yes,month-to-month,yes,electronic check,41.15,132.2,yes
3606-twkgi,male,1,no,no,13,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,106.9,1364.3,yes
7529-zdfxi,male,1,yes,no,57,yes,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,electronic check,89.85,4925.35,no
7605-bdwdc,female,0,no,no,31,no,no phone service,dsl,yes,yes,no,yes,no,yes,two year,yes,bank transfer (automatic),49.85,1520.1,no
1950-ksvvj,female,0,yes,no,45,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,one year,no,mailed check,113.3,5032.25,no
0123-crbrt,female,0,yes,yes,61,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,mailed check,88.1,5526.75,no
6292-tosss,male,0,no,no,50,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),24.9,1195.25,no
3197-arfoy,female,1,no,no,19,yes,no,fiber optic,yes,yes,no,yes,yes,yes,month-to-month,yes,mailed check,105.0,2007.25,no
6323-aybrx,male,0,no,no,59,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.35,1099.6,yes
7014-zzxaw,female,0,yes,no,71,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),24.25,1732.95,no
4385-gzqxv,female,1,no,no,16,yes,no,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,electronic check,94.45,1511.2,yes
7633-mvpuy,male,0,yes,no,57,yes,no,dsl,yes,yes,no,yes,no,no,two year,yes,electronic check,59.75,3450.15,no
6366-zgqgl,male,0,no,no,1,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),24.8,24.8,yes
4716-hhkqh,male,1,yes,no,20,yes,yes,fiber optic,no,yes,no,yes,yes,yes,month-to-month,no,electronic check,107.05,2172.05,no
5940-ahuhd,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,mailed check,70.6,70.6,yes
6432-twqlb,male,0,yes,no,5,yes,yes,fiber optic,no,yes,no,yes,no,no,month-to-month,yes,electronic check,85.4,401.1,yes
4484-glzou,female,0,yes,no,52,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,105.05,5624.85,yes
3179-gbrwv,male,1,yes,no,21,yes,no,dsl,yes,yes,no,no,no,yes,month-to-month,yes,bank transfer (automatic),64.95,1339.8,no
8645-kwhjo,male,0,no,no,14,no,no phone service,dsl,no,no,yes,yes,yes,yes,month-to-month,yes,electronic check,55.0,771.95,no
4130-mzlcc,female,0,no,no,5,yes,no,dsl,no,yes,no,no,no,no,month-to-month,no,bank transfer (automatic),50.55,244.75,no
0314-tkosi,female,0,no,no,6,yes,no,dsl,yes,yes,no,no,no,no,month-to-month,no,mailed check,55.15,322.9,no
8229-myejz,female,0,no,no,10,yes,no,dsl,no,yes,no,no,no,no,month-to-month,no,electronic check,51.2,498.25,no
2080-srcde,female,0,no,yes,1,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,25.4,25.4,no
9577-wjvcq,female,0,no,no,68,yes,yes,dsl,yes,no,no,no,no,no,month-to-month,no,mailed check,54.45,3687.75,no
9512-uibfx,male,0,yes,yes,18,yes,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,no,mailed check,95.15,1779.95,yes
6202-dyyfx,female,0,no,no,22,yes,yes,fiber optic,no,no,no,no,no,no,one year,yes,credit card (automatic),76.0,1783.6,no
3808-hfkde,female,0,no,no,20,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,44.35,927.15,no
5583-sxdag,male,0,yes,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,70.0,70.0,yes
3488-pgmqj,male,1,no,no,8,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,74.5,606.55,yes
3580-reoac,male,0,no,no,10,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),44.85,435.4,yes
7534-bfesc,male,1,no,no,24,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,76.1,1712.7,yes
3727-owvyd,male,0,no,no,35,yes,no,dsl,yes,yes,yes,no,no,no,one year,no,mailed check,61.2,2021.2,no
2294-salne,male,0,yes,yes,23,yes,no,fiber optic,no,yes,yes,yes,no,no,one year,no,mailed check,86.8,1940.8,no
4847-tajyi,female,1,no,no,6,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,89.35,567.8,no
1563-iwqex,female,0,no,no,12,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.7,220.35,no
8203-xjzrc,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.25,20.25,no
6556-dbkzf,female,0,yes,yes,71,yes,no,fiber optic,no,no,yes,no,no,no,two year,no,electronic check,76.05,5436.45,no
6851-wefyx,male,1,yes,no,35,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,100.8,3437.5,no
2985-juubz,male,0,yes,yes,40,yes,yes,dsl,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,74.55,3015.75,no
6390-dsazx,female,0,no,yes,1,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,yes,mailed check,73.6,73.6,yes
0895-lmrsf,male,0,no,no,23,yes,no,dsl,no,no,no,no,yes,yes,one year,yes,bank transfer (automatic),64.9,1509.8,no
8098-llazx,female,1,no,no,4,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,95.45,396.1,yes
8266-vbfql,male,0,no,no,4,yes,no,fiber optic,no,no,yes,yes,no,yes,month-to-month,yes,electronic check,90.4,356.65,no
8181-yhcmf,female,0,yes,yes,68,no,no phone service,dsl,no,yes,yes,yes,yes,yes,two year,no,credit card (automatic),60.3,4109.0,no
2240-hsjqd,male,0,no,yes,38,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,mailed check,81.85,3141.7,no
1248-dyxub,male,0,yes,yes,52,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,24.8,1229.1,no
0265-edxbd,male,1,yes,no,32,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.9,2303.35,yes
4115-bnpjy,male,0,yes,yes,29,yes,no,dsl,no,no,yes,yes,yes,yes,two year,no,mailed check,75.55,2054.4,no
3167-snqpl,male,1,yes,yes,38,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,no,electronic check,101.15,3741.85,no
4091-tvocn,male,0,no,yes,48,yes,yes,dsl,yes,no,yes,no,yes,yes,one year,yes,credit card (automatic),78.75,3682.45,no
1098-tdvuq,female,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,bank transfer (automatic),19.25,19.25,no
7277-ozcgz,female,0,no,no,22,yes,no,fiber optic,yes,no,no,yes,no,yes,month-to-month,yes,electronic check,89.05,1886.25,no
1557-emyvt,female,0,no,no,43,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),115.05,4895.1,no
2799-arnlo,female,1,yes,no,5,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.35,341.6,no
7563-biupc,male,0,no,no,5,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,80.6,415.55,yes
5027-yocxn,male,0,yes,yes,51,yes,yes,fiber optic,yes,yes,no,yes,yes,yes,one year,no,credit card (automatic),110.05,5686.4,no
3973-skmln,male,0,no,no,71,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),19.9,1355.1,no
2321-ombxy,female,0,yes,yes,38,yes,no,dsl,yes,yes,no,yes,yes,yes,one year,no,credit card (automatic),80.3,3058.65,yes
2840-xanrc,male,1,yes,no,24,yes,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,93.15,2231.05,yes
6745-jefzb,male,0,yes,no,35,yes,yes,fiber optic,no,no,no,yes,yes,no,month-to-month,yes,credit card (automatic),91.5,3236.35,no
5020-zstty,female,1,no,no,54,yes,yes,dsl,yes,yes,no,yes,yes,yes,one year,no,bank transfer (automatic),82.45,4350.1,yes
9880-tdqac,female,0,yes,yes,72,no,no phone service,dsl,no,yes,yes,yes,yes,yes,two year,yes,electronic check,60.0,4264.0,no
8705-wzcyl,male,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,44.8,44.8,no
7102-jjvtx,female,0,yes,yes,9,yes,no,dsl,yes,no,no,no,no,no,one year,no,mailed check,48.6,422.3,no
8626-ptqge,male,0,no,no,69,no,no phone service,dsl,yes,yes,no,yes,yes,yes,two year,yes,bank transfer (automatic),60.05,4176.7,no
4983-clmlv,female,0,yes,no,52,yes,yes,fiber optic,no,yes,no,yes,yes,yes,month-to-month,yes,credit card (automatic),102.7,5138.1,no
5701-yvsvf,female,1,yes,no,11,yes,no,fiber optic,no,no,no,yes,yes,no,month-to-month,yes,electronic check,82.9,880.05,no
5804-lepim,female,1,no,no,2,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.35,139.05,yes
5697-gombf,female,1,yes,yes,28,no,no phone service,dsl,no,no,no,no,yes,no,month-to-month,yes,electronic check,35.9,973.65,no
2739-cacdq,female,1,no,no,17,yes,yes,fiber optic,no,no,yes,no,no,no,month-to-month,yes,credit card (automatic),82.65,1470.05,no
9385-ehgdo,female,0,yes,yes,35,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,19.85,739.35,no
